caseID,verbatim
4,ECONOMY
8,morals
9,//THERE REALLY HASN'T BEEN ONE//ILLEGAL IMMIGRATION
11,THE ECONOMY
17,no
20,I would say keeping government small.
21,fairness// it seems to me that obama is wanting to bridge the gap with everyone... that there's no color barrier// no
24,health care and immigration reform and help in getting country together//no
35,health care
39,the economy
47,the economy
55,changing in leadership of the new president
65,gay marriage
79,the animals law
81,the economy
89,"THE CHANGE WE'RE GOING TO HAVE IN TEH ECONOMY, I'M CURIOUS TO SEE HOW HE'S GOING TO FIX IT"
99,Proposition 8
105,none
112,immigration
119,equal rights for blue collar people
131,dealing with economic disparity
151,the direction of our foreign policy as to the war in Iraq.
152,moral conscience of the nation
155,recession
156,"a new future for american, an improved future for america."
169,economy
174,military
177,economy
192,prop 8
205,taxes
206,the promise about insurance//health// education//no
222,JUST TO GET DEMOCRAT BACK IN OFFICE// NO
236,tHE eCONOMY
243,tAX pOLICY//bEING RETIREe AND PAY TAX ON SOCIAL SECURITY AND CAPITAL GAINS// TAXING 401k HAS BEEN MENTIONED
245,wAR IN TH mIDDLE eAST
255,RIGHT NOW THE ECONOMY
258,"unemployment, to creat more jobe, things are closing down"
275,election of the president
296,the will for a black man to be president// no
298,the president// prop 8//
315,proposition 8//
324,presidential race
325,nuclear issue
327,economy
338,economy
339,gun controll
340,prop 8
345,that the people who get elected really care about the people in the country.
347,getting george bush out of office
351,electing a presendent
358,refuse to answer//no
368,abortion
371,immigration
374,economy
378,economy
389,who wins the presidency
391,who became president
401,money management
407,war
408,moral values
411,military presence overseas
421,the economy
431,"Waste of money//the banks are standing in line for bail out money, I ask the bank for a loan and they say no, they ask the government for a loan, and the government bails them out.  Waste of money"
433,"the middle class//improving scho0ols, streets, single mothers who need help, fathers who are disabled or laid off"
436,the economy
453,the tax consequences. The democratic would tax people who are wealthy to help the poor. and the republican party would allow people to spend their money as they wish.
479,lowering taxes.
485,funding for educational programs to get jobs
488,the war
489,that obama wins
506,<DK>
511,to vote
512,healthcare
514,EDUCATION
521,THE ECONOMY
523,CORRECTING OUR ECONOMY
536,"raising of taxes, dont want it to happen."
539,health ins
555,"money//money for retirement,banks should secure/no"
564,the econoaic
566,the war thing
568,heath care
573,the econamoa// internatoil poily//o
589,the economy
595,"just wanted Obama to win becasue mccain was to sarcastic I want him to help the poor people the gas money wise and everything Im dealing with minimum wage, cant live on minimum wage and mate lives on less"
600,economics
602,abortion
613,the values in traditiona and family/ the economy/ financial / seciruty/ health care retirment and eduaction
623,end of the war
624,THE ECONOMY
627,I THINK THAT BARAK OBAMA IS A COMUNIST
639,THE ISSUE ABOUT THE PRESIDENT
640,THE ECONOMY
646,gay rights & abortions
650,advancement of medicine stem cell research
654,getting our country back on its feet
665,ecomony
670,canditate that would uphold christian values
681,abortion
685,the fear of socialism going towards a more sociailist government
689,Taxes
698,The economy
703,That a black president is chosen
707,the president\\
709,childcare// health care plans// anything else// NO
729,economy
734,I haven't followed the election
756,um god let me think the tax plan // health care// um terrorisim//
759,nothing//yes nothing//no
762,the part brith aboresion
766,I guess the econimy//no
767,I guess yes we can come together all as one no race no color//no
776,"Unemployment, civil rights for gay and lebisan, gas prices//no"
782,The unemployment rate
783,that we make a change
790,The economy;employment
792,how proud the American people made blacks feel. They grew up & did not cdonsider race in this election.
798,Jobs.//
803,Passport regulations.//
805,The War in Iraq.//
819,the economics/
821,getting rid of the conservatives out of washington and indiana/
829,the fairness of the election
847,Abortion.//
850,what the democrat is going to do for the poor people
852,ecology
857,economy what htey plan to do with the economy
864,candicacy of barack oboma
867,LABOR
869,CONSERVATIVE POLICIES
876,ECONOMY
889,the first time in our nation a black man has become the prsident of the united states and leaves me to believe we can accomplish anything we want to accomplish in our life and I hope and pray the country will pull together to put this man in the white hou
890,"doing something about the economy//we need to find jobs, do something about healthcare,//that is all"
894,creating and saving jobs for the american citizens
900,creation of jobs//for all people that want to work and job security for those who have jobs. My exp. as a teacher in Louisiana my job has been uneffected but in Dallas Area teachers were laid off becasue of inf. budget.
