caseID,verbatim
9,BECAUSE MORE PEOPLE VOTED FOR HIM//NO 
13,"because of TV and media// pushing a black, African-American man... as a change//no "
19,"IT WAS ONE OF THOSE TIMES IN HISTORY WHERE CONDITIONS, EVENTS, AND A PERSON ALL CAME TOGETHER... IT DOESN'T HAPPEN THAT OFTEN, BUT IT HAPPENED THIS TIME.  THE SOCIAL CLIMATE, THE ENOMONY, THE CHARISMA OF THE CANDIDAATE, THE HOPEFULNESS, ESPECIALLY OF THE YOUNG PEOPLE, AND AN EXTREMELY GOOD ORGANIZATION... IT WAS A MOMENT.//NO "
49,Because he promises change//because he is black//because he is good looking and young//the media liked him best//no 
62,he spend alot of money on his campain he is more polished 
88,"he is charasmatic speaker, had the celebrity thing going, looked good on camera; everyone tied mccain to bush and obama sold that idea very well. "
152,"i think in general the media did not clearly report his positions on abortion, taxes, size of gov.,and associations. Also, as a black man he brought out the hope of a minority becoming president, and that I applaud. "
167,"because he is differnt, younger, put out more promises to people than mccain, medical , taxes, he has all around good ideas to help everyone in our country, mccain had a bigger heart for our troops, i think we should bring them all home "
315,because people wanted change and they wanted someone totally different from our candidate and someone totally different from our current president 
401,people of tired of the way things were and people wanted change 
407,<DK> 
423,"I think his campaign was marketed and put together perfectly, just his campaign in general related to people whether they agreed with what he was talking about or not// "
451,had more youth and minority votes than mccain did//no 
550,"i dont see how someone who has never held a job now is president,what chair has he held? "
570,he had alot of money and a very  good canpan 
593,"he was charismatic and was youger, "
613,i believe because of the money and the nmedia and his rhotoric 
669,based on newly registed voters and young people in college//na 
671,becasue people only liked him becasue he was balck and tha he would bring change to the world but he is not//mainly blacks and kids that voted for him but they dont know anything about him becasue of the media not reporting correctly 
678,he appelled to larger protion of the voting population he wasable to get alot of black young people support  I think that some people were proud that he was the first black american and people wanted to be a part of history People were afraid that John Mccain would continue alot of the programs and policy of George Busch 
692,Because every black person in the US voted for him 
695,Because he was a good speaker and convincing 
743,"he sold ppl on change he rallied the black community it became a political race of ""race""//no "
779,R had to address family issue & could not complete this part. 
936,stupid blacks and illiterate whites 
948,he had better speech on what he is going to do. 
950,"so much bush backing, people didnt care, they just wanted change "
954,"better job at champaign than mccain did, better organized "
958,"alot of stupid people, smooth talker "
959,black outnumber whites 
972,he had brilliant strategists that capitalized on the countrys feelings 
987,charisma 
1185,"he got the people out to vote, he had the money behind him "
1246,got more votes 
1247,race 
1251,he appealed to the younger generation and to all minorities 
1254,people want to see how a different race could handle our govnment- 
1266,because everyone wanted a change 
1268,because people voted for him 
1303,because he had a great organization//he is a great speaker//he has great supporters//because Bush ruin the country//there was an imediate bias for him//no 
1346,HE IS A GOOD SCHAMER//HE CAN PSYCHOLOGICALLY READ THE GROUP//STOP 
1356,"""he's a young man with new ideas and people were tired of the old ideas that haven't worked.  He seems the relate to people better than Bush and McCain.//"" "
1392,he was promising so many things that is difficult for government to acoomplish//no 
1398,because of the black vote//no 
1435,brings a new sence of // good attiitude// more ansious to get things done// youthfull//no 
1446,because of the population of blacks in US 
1467,because he is black//no 
1476,because the media wanted him to//no 
1491,"first, the media covered up all the truth and fact about him and his relationships and his policies.  the american people did not know the truth about barak obama. the liberals wanted him to win because he is so far left that they even screwed hillary clinton who had the popular vote "
1568,thinks everyone in this country has had enough of the republicans puttingg us in so much debt and the way the war in iraq is being handled//no 
1577,"because of the news media not bringing out a lot about who he is and covering up a lot about who he is//obama out and out lied about who he's associated with, about his life//no "
1857,because of the younger people who have not gotten into politics to know what really is going on//no 
1858,dis information 
1919,because god put him there 
1972,he had alot of celebrity endorsments//he promised alot of change//hopefull that he will follow throug// he is much more outlandish and off the cuff//none 
1996,majority of people of color voted 
2040,R. said that he won becuse of the hispanic vote. 
2120,cause he made a lot of promises to the middle class people .... that i hope he keeps//no 
2190,got the blacks to vote 
2193,majority voted for him 
2217,money // saw on tv he accumulated $1B for advertising // no 
