caseID,verbatim
11, //ALABAMA POLITICIAN// 
14, one of the big lawyers in the... my mind's gone black... they're all lawyers 
18, don't know 
25, representative of republicans// 
32, supreme court 
37, senator 
39, congressman 
43, congressman 
44, supreme court 
48, chief justice supreme court 
49, unknown 
50, judge 
52, evangelist 
62, do't know 
80, senator or something 
82, senator 
87, don't know// don't know 
96, something having to do w/ govt 
115, candidate 
121, i have the faintest idea//is he a congress or in the senate//i don't know 
126, supreme court justice 
133, no idea 
163, dont know 
165, don't know//tv financial offider 
174, don't know//not suoreme court/dk/no 
206, d/k//no 
221, dont know  
223, republican//i can't think 
234, dk 
243, cHIEF jUSTICE OF sUPREME cOURT 
249, DK//DK 
254, state congress man 
271, dont know 
272, supreme court justice--head justice 
294, supreme court justice 
308, I don't know him 
318, I never heard 
324, canidate in primary//senator maybe//don't know 
327, supreme court justice 
328, don't know//no 
335, no idea//no 
341, supreme court justice 
352, //no//no 
360, supreme court judge 
361, dk//no 
370, senate 
383," ""//"" guess congress "
390, coulnt tell you 
395, prime minister of Australia 
405, supreme court 
406, supreme court chief justice 
408, supreme court judge 
409, supreme court 
412, //no 
413, dk//dk 
420, dk name 
422, PUT HIM ON A BULL RIDER 
425, foreign affairs? 
426, Speaker of the house? 
432," bush adminstration, can't guess "
434, senator 
438," legislature, dk "
439," dk, maybe somewhee in the Senators "
440, dk//secy of state 
464, don't know//no 
471, //don't know// 
475, //don't know//no 
482, republican 
483, senator or in other house 
485, chief justice of supreme court 
488, senate 
498, Democrat in the party 
501, DOES NOT KNOW 
502, doesn't know anything about him.  she is not familiar with him 
503, does'n't know// has not got a clue 
510, R doesn't know 
511,  does not know even after probing 
512, no idea//something in delaware//no 
517, STATE HOUSE 
526, i have no idea //preess sec  
535, no idea//have no guesss//no 
538, /senate committee 
539, i know the name but don't know // I don't have a guess 
540, i dont know 
544, us house house of reps 
555, //idont know/no 
559, i dont know 
563, never heard of him 
565, i never heard of him //  have no clue 
569, i dont know//no 
574, i think he is the surpress count chift of the court 
579, no idea // surpreess court 
590, not sure/na 
591, no 
595, no never hear of him never come down this far here to me 
599, chief justice of supreme court 
600, supreme court justice 
616, <RF> 
617, dk 
624, CHIEF JUSTICE OF THE SUPREME COURT 
631, I DON'T KNOW//I DON'T KNOW//STOP 
632, DON'T KNOW//CONGRESS 
634, I HEARD THE NAME//ATTORNEY GENERAL 
