caseID,verbatim
182,"he is charismatic, he is a good orator,he's young, he had winsome ways about him that drew people to him, easy to like, he scares me for what he really believes"
187,"he's black and there was a woman involved, //its fine with him to be president but i don't like the black-white marriage thing"
265,HES GOT BACKING OF SOMEONE I DONT KNOW ABOUT FOR HIM TO COME UP THAT QUICK.
333,moeny and his personality-great speeker
362,money//team//no
382,because we are all idoits
420,"he offered change and he had a lot of interesting ideas.  I don't think the american people asked him how he was going to do, they just believed he would//for some reason a lot of people are against the war and he gave illusions of stopping the war, he also gave illusions of fixing the economy//"
427,becaise he has more charisma and is a more elegant speaker//
553,a lot of money and his race brought out young voters and the elderly.
572,"gift for gab,told people what they wanted to hear."
602,promised change//charismatic// eloquent speaker// chameleon// na
761,ok b/c of he race
818,Because he promoted change.//
946,<RF>
1109,"cause he enlisted the help of organizations like ACORN; because he was able to get a large percentage of the black vote; because blacks in this country proved that they are racist and made a decision based on the color of his skin; the Democratic Party has convinced all minorities over the past 20 years that whites are always anti-minority (racists), so minorities prefer Barack"
1122,<DK>
1126,charismatic personality//great orator//lots of foreign money//no
1305,fame and fortune
1379,<DK>
1390,I rally dont know
1512,"""people was not ready for a female president//No"""
1528,because everyone saw MCain as another Bush
1545,"thinks it's because, um, they believed that he would garner the most votes by bringing poor people, college students, and others that typically don't vote out to vote//no"
1644,"he think because he ran a strong campaign,his campagin workers worked as a team//no"
1688,"i don't know, because i thought hillary was going to win"
1779,He was a better campainer and better speaker
1806,people ready for a change// gas prices due to Bush//want our soldiers to come home//no
1851,he said he would help people
1889,BECAUSE HE COULD MAKE A DIFFERENCE IN BRINGING FAMILY HOME FROM THE MILITARY
1990,I think he had the backing & the money
2013,honest opinion?  because the blacks wanted to see an African American/black man as president.// and people voted for the party not for the man.//no
2035,He is a minority and most of the U.S are minorities now.(\\)no\\
2145,the diversity of the people//sarah palin
2214,peo wanted change // and they bran a good campaing //  no
2267,because he appealed to so many young people and the inmorality of people thinking the same way he does.
2272,social appeal & high voter turnout
11,THE PRESS//THE NEGATIVE PRESS SHE GOT//NO
36,more people voted for the other person
93,dk
147,money
165,her husband
434,because she is a woman
539,largely b/c she is a woman//o
576,just by the way she handly her canpan the b/ a woman // no
581,because of her husband and besides that she is a witch she wasnt suited for the job
627,BECAUSE SHE IS WHITE
630,"BECAUSE SHE AT HER APPROACH WAS TOO ROUGH, A LOT OF RESERVATIONS REGARDING CLINTON PUTING HIS FOOT IN HES MOUTH, SOME PEOPLE IN GENERAL DID NOT LIKE HER// A LOT OF MEN WERE TURNED OFF, A LOT OF PEOPLE WERE NOT READY FOR A FEMALE PRESIDENT//I DON'T LIKE HER COOKIE STATEMENT ""I DON'T STAY HOME AND BAKE COOKIES ALL DAY"", THIS HIT MORE TOWARDS THE WOMEN WHO TOOK OFFENCE IN IT//"
701,"Her honesty, she was not honest"
716,i think that obama did a better job of providing the country with more concise answers to how he would handle policitical issues.  His arguments were more convicing.
736,//becasues she is a bitch//no
756,i think that she has not erin the ressp of the poeple and to lib //
877,BILL CLINTON DID NOT HELP HER//SHE HAD A LOT OF NEGATIVE TALK//PEOPLE REALIZED IT WAS ALL ABOUT HER AND NOT WHAT THE COUNTRY WAS TELLING HER//NO
937,"she is white, demoncratic voters are mainly black voters"
941,"lied about people shooting at her, going to country and nipper firer."
1132,personality //no
1165,<DK>
1238,she was an idot
1256,"because obama did not want her in there//the political world is so corrupt it will turn on each other only for themselves//it isn't for the people any more, it's for personal gain//no"
1263,//maybe she came across as bossy//no
1283,her past
1373,SHE DID NOT HAVE ENOUGH VOTES//SHE WAS A LADY//STOP
1378,because obama was a better speaker//no
1464,not enought votes
1520,Because of her history in the past in the white house and because most of the country was still not ready for a woman to be president.
1533,"because she was connected too much to the old . .. she was not seen as change enough. Obviously she's a woman, but she's not enough change."
1535,hate to say it but it might have been because she's a woman
1572,doesn't know//cause she didn't get enough votes//no
1669,<DK>
1686,because she is a woman.
1754,Because she didn't have the money he had for the campaine
1782,bill clinton
1899,she was a girl
1993,she is a woman
1994,america is not ready for female pres
2014,"Financial support, probably Bill Clinton's issues while he was in office."
2172,cause she is a girl// none
2248,because of her gender and her connection to Bill Clinton
2249,dont have and idea//none at all//no
2256,i think obama had so much money to spend on his campaign
2263,she did want to help poor folks//none
127,his views gave people hope and his promise of change that we were all ready for.
540,i dont know
1402,because people equate everything that is bad to george bush and they want to get the republican party out//no
1643,HIS RACE BECAUSE HE IS BLACK//NO
144,she comes across too strong.
193,obama was a better candidate
1538,obama got ohio//dk
