caseID,verbatim
1,"social issue standings such as homesexual marriage, abortion rights,"
3,"they are concerned with the economic situation,and the poverty stricken and those less fortunate,"
16,the way they understand and vote that understanding on health and human services... like Chris Dodd - the way he works for and speaks out for children.
22,"I like some of their running mates,I grew up Dem."
28,favortism towaeds healthcare issues n the people of the country as a whole
30,previous experience tells me that things are better with the democrats in office.
38,they think of the public
44,they embrace the majority which is a broader spectrum of the population.  social views are more in line with mine.
47,they finally got a candidate who could win
50,they are for more government
54,"they like a bigger governmet, they want privided aid to people that need it"
57,trial and error
59,economy and war
69,"i believe they genuinely try to be inclusive and to look out for people with fewer resources,"
71,"and the dems are better on environ,ment issues"
72,"they tend to think about the people more, they got more issues resolved,"
76,"incliusiveness, diversity, concern for social policies, perpspective on tasxes and who outght to be paying bigger share, openness to debate, more of a tendency to be empowering and positive, lets say constructive and positive rather than negative and judgmental, particularly i like the policy relative to gay rights, more favorabel to democrats their, health care policies, programs and energy policies, foreign relations attitude,"
79,"they are more liberal and they are not perfect but i feel like they gauge correctly in a tempermatic system and make the best decisions they can, you can't make everybody and you have to make the best decisions for the whole classroom of people and the republican party doesn't look at it like that"
85,"they're idealism, they think they can take care of everybody"
87,they seem to want to help more of the low income
92,the republicans make more money then lower class being helped by democrats
104,THEY DO WHAT IT TAKES TO RUN THE COUNTRY
106,respect towards civil rights
110,how they handle health and welfare
111,they think more about the people and are more humain.
113,they do alittle bit better for the minority people
116,to me the democratic party represents the party of choice or options-meaning they try to give all people rights.
122,i think they are trying to help the middle class and the poor.
123,I have similar views with them
131,more lib towards the thepoeple
144,freedow
146,it is a more liberal party
151,they are pro abortion.
156,better schooling that addresses real life and is competive with the rest of the world.
157,that they are not republican
170,better newws for the people
173,i think that all the nation is going to be better
175,for the middle class
177,general position on the economy
188,"fundamental belief in equal opportunity and supporting it , supporting the minority. believe in investing in the infrastructure of the u.s. and that promotes investing in the people who live in the u.s."
193,The views are not conservative.
198,"they seem to favor and support minorities, they care for the environment, care for healthcare,"
205,"domestic agenda, environent,"
206,"MAS A AYUDAR A LOS IMIGRANTES, CLASE MEDIA, MAS POR NOSOTROS LOS QUE TENEMOS MENOS,"
212,tHEY CARE MORE ABOUT MIIUDLLE AND LOWER CLASS AS RICH.  mORE SINCERE  AND WANT THE LOWER CLASS PEOPLE TO MAKE IT
218,I like how they look out for the little people in the coutry. They handle the taxes complately different.
225,"the care that they have for the middle class, keep good jobs in america, healthcare for everyone"
228,the more for the people
233,like way they are dealing with the health care
236,I think that they at least talk more what they want.  Help the middle class and working class more.
240,In this election it is the best for the country
248,"High Ideals admirable I feel, compassionate"
249,Seem to me for more the regular perosn
254,they more concern about the average person then what the think rich person
256,"theyre liberal, they sometimes go too far with abortion and homosexuality aspects"
258,"health care, iraq war and bringing the trpoops home  but going back into Afghanistan"
261,THEY SEEM A LITTLE BIT MORE FOR THE WORKING CLASS PEOPLE LIKE ME
263,they always fight for human rights and equal rights it seem that they are more concerned about Hispanics
272,"tried to reform health plans,concious of the environment, more effort in getting out of the war"
275,they seem more labor oriented rather than corporate oriented  they seem to be on the side of the working class the middle class rather than the gazillionaires
278,overall cost of living is better with the democrats
279,and of course the democratic party selexted barack obama
282,no
287,i feel the democratic party is the party of inclusion.  i feel that they embrace different ideas and care a great deal about the majority of americans
294,i tend to agree with them more often on issues specifically foreign policy and energy policies
295,"more liberal views regarding separation of church and state, education and higher education initiatives and funding, focusing on social welfare"
300,leaning towards helping the middle class than the upperclass
303,"the are more the people looking for there best interest, like social security, healthcare"
311,the democrats are for the people
314,the same as the republicans
315,gun control// no
316,there focus on enviromental issues
328,"i LIKE THAT THE TRY TO BE LESS ELITISS, THINK ABOUT THE PEOPLE MIDDLE CLASS, MORE AND MORE ADDRESS GENDER, AGAINST THE WAR.THEY HAVE  BEEN MORE OPEN TO MULTIRACIAL,"
330,their stance on the enviroment
331,they have more optimizim and they are not politics as usual
341,striving for peace
344,they seem to be more caring about the population at large.
347,"they fight for th little guy , the middle class, they put them above the rich and powerful"
348,i like their healthcare program that it will be more reasonable cost wise for people
350,they support my views
351,democratic
353,"helping people sr citizens with medical, children with medical more gov involvement"
356,"everything, the way they think"
363,middle class people- who needs the help
364,"not big money lovers, more sincere to lower ses and minorities, more likely to show prejudeice and gender bias, good past record when running the show"
367,the government helps the people
372,"not so conservative, open minded"
378,"get the boys out of iraq, end the war, and keep the money in the us. and not other countries."
379,for the lower income people
388,care more for the people
397,go for the people that cannot afford a lot of things.
402,candidates
403,more truthful
405,"values like mine, we party"
408,some nice people
412,focus on ecology-care more about environment-stance on social care and health care
413,"their views on health care, economy, war in Iraq, education"
418,"Theyre more for the middle class/more jobs, raise the minimum wage/"
421,they're more people oriented/they have more social reforms and that kind of thing/
426,"the economy seems to run better with the democratic party/inflation, unemployment lower, taxes seemed to be less increased/less government spending/"
428,"It seems like they have more of focus on what's going on in the US/they focus more on economics here at home vs overseas policies--there needs to be a balance, but i don't think either party can balance/their prolife"
431,"Ted kennedy got up an gave a speech, looked pretty ornery/They might be considered humorous/TM/We have a dark side of the moon issue, let's see how they really act, are they in the future or are they still feeling what they felt 150 years ago, there was something on the radio that they're going to assassinate them, who wants that"
433,"it's looks like they are putting more effort on the real issues instead of the cash value of everybody else.  They pretty much want to help people who need the help, a lot of people are democrats and it must be for a particular reason/neihborhoods like thisl, people who need help with their kids, fixing properties, roads, rebuilding building, construction, pretty much every president has just set aside/they are just trying to concentrate on the low class community"
449,"I agree with their views 85% of the time, identify with their views/the war in Irasq, the economy, gay rights, abortion, education, health care , taxes/"
450,"I like their views on tax systems, helping the poor with medicare, most of their social aspects, and I really like Baracks plan for student loans and helping everyone get to college/social aspects?  They views on prochoice stuff/no"
451,"they help the little guys through the economy - help with welfare checks, etc"
465,"i like their original creed of helping the underman the poor,the man left behind.  i still have a view of the dem party of when i learned about JFK which was a favorable view, they used to be a party that used to care about the common man."
468,i think they try to do good for this country. and they try to do more for the people.
472,"i like freedom of choice, the democrats are really for the people, and the republicans are not for the people."
473,they're always for the working people. they stand up for minorities.
474,"they stand for the middle class, and they're trying to help people across the board not just the rich, and they also try help w the eldrly as far as social security they don't want to privatize, they're trying to get health care for all."
475,"they understand the average person, they're their to work for us"
478,the differences between letting the people have the power compared to letting the government run the show.
481,"the fact that they are for the working class citizens, they stand up for the ones that really have a voice in a lot of political views, and we seem to accomplish more under them"
484,they help people out
487,they're for poor folks
490,diversity
493,"they're for the little people, they're for education, health, prices of food, housing"
494,"they're for the people, their policies are geared toward helping people"
505,they are more for the regular working people
515,"economical, educational and social plataform."
516,they generally vote favorably for the environmental issues.
527,john f kennedy
528,"aryticulate,intelligent,tell american people what they want to do,jobs, different things the country needs."
530,their election platform;
535,more for the people
539,focusing alot on change and this country needs alot of change
542,"historically they are more for the middle class and the lower class but I think tha overtime theyve swung to the left and not their are generations that are living for entitlements we instead need a hand up not a hnadout, to tolerant  tolerate so much that people walk all over you"
546,there ofor the midlle to lower class so economic reason environment reasonsthey have more restraint national security is a hish priority but they may have better ways instead of wasting the economy not saying we wouldnt backdown if we needed io but
557,"they are for the people, for the country, for choices the whole country makes, eating,gas for going to work."
566,i like the tack that the put the people first
570,that they are a younger party
571,their are more for the middle claas and the poor and the more proteacted of the envearmewnt
572,i'm not toal againgt them  there are good dem in there
576,compassion for other human beings other than themselves; interest in better the society as a whole or than those with power and money; support for the environment; desire for education reform;
583,skip dont know ho to ans they all promise and cant dkeep their promises
588,they are more about the money and how it gets spent more for the people at home as the Republicans go to war
593,"im a democrat but I dont know,"
594,"they help the economy helping the health care, and ..."
598,everything economy loyts of money for us
601,ted kennedy been through it all ; so hard right now
603,stem cell research
606,"more freedom, more choses//more options//no"
609,more concerned with domestic and social issues moderate
611,conservative they are
621,I HEARD THAT THEY WILL MAKE GOOD CHANGES BUT I DON'T KNOW...
630,"left wing, freedom, programs that will help everybody, special middle class and underclass.  Keeping rove vs. wade, it will make a balance there."
632,"open, stand for the people, weak international"
641,"their for the inproving the enviroment,"
642,"some policies, their willingness to try new ideas,"
649,seems they work better for the middleclass people
652,because they are for me because I am low income
653,"because we have always good presidents,good congress and house if representaive,"
657,they look out for the indiviual person before the wealth the major companies
658,helping people
662,like standing on certain bills they try to get through
664,seem to be more for the regular person
665,"THEIR LIBERAL,THEIR NOT AFRAID TO SPEND MONEY"
667,"I think there idels about helping people ar good ideas,"
678,"the focus on the average amerian person, education, health labor issues, environment, s"
680,"they seem to be more conerned with the more vunerable populations more foraward thinking on womans right foriegn affairs, environment however they dont know how to win an elections"
682,the economy things turn arougfh with them
685,i like the fact that they are supposed to represent the workers and laobor union but they havent and have done nothing to hlep those peoples
686,"care more about domestic issues, like healthcare economics,and the people in the country"
688,"The are liberal,"
692,THE FACT THEY ARE FOR STEM CELL RESEARCH AND PRO CHOICE
694,"I do like more government for education,"
696,"The democratic party is geared toward the working class of people of America, more open to diversity and more open to progression in the positive ways"
