caseID,verbatim
1," SHE IS A REPRESENATIVES IN THE HOUSE OF CONGRESS, FROM THE DISTRICT OF SAN FRANSCO, AND IS CURRENTLY THE SPEAKER OF THE HOUSE "
7, SPEAKER OF THE HOUSE 
13, Head of the House of Representatives 
28, congresswoman in Ca. 8th district// 
30, Secretary of State 
36, no idea 
42, santa clause 
44, governor of Alaska 
48, speaker of the house 
50, chief justice 
54, I don't know 
56, she's from arizona 
60, speaker of the house 
61, don't know 
72, speaker of the house 
99, speaker of teh house 
103, i don't know 
107, congress 
116, speaker of the house 
128, no idea 
138, not even heard of her 
147, speaker of the house 
158, speaker of the house - congresswoman 
171, dk 
186,  iremember the name nancy but i don't remember what she holds// 
215, he can't remember//no 
220, dk// republican// dk 
223," honestly i don't know//first time i've heard her name//nothing, she is probably in govt "
240, speaker of the House 
250, dk//dk 
256, CALIFORNIA SOMETHING 
259, no idea 
268," asked someone else, said speaker of the house "
271, dont know 
281, in congress 
313, speaker of the house 
323, I don't know I am not really sure 
331, don't know//not a clue/no 
335, speaker of the house 
339, senetor from alaska//no 
342, represitive of calfirnoa 
343, Speaker of the House 
345, leadership of the senate 
357, speaker of the house 
363, don't know//no 
364, no//on 
371, representative 
383," ""//"" congress "
391," ""//"" no clue "
394, speaker of house 
395, speaker of the house 
398, //speaker of the house 
399, speaker of the house 
400, leader of the house 
401, speaker of the house 
404, speaker of the house 
406, speaker of the house 
407, //no 
408, speaker of the house 
415, dk//dk 
435," leader in congress, head of the House of Representatives "
437, Senator 
447, speaker of the house 
448, dk// 
450, dk//dk 
451, respondent does not know  
462, respondent does not know this answer 
467, speaker of the house 
470, //senator. 
471, //Congressperson//no 
472, speaker of the house 
476, speaker of the house 
477, //Senator 
478, //representative of the House 
479," //democrat, the money issue.//no "
485, first female speaker of the house 
490, speaker of the house 
491, don't know 
493, governor 
496," kept saying ""yeah"" - does not know and is getting lost in his thoughts  "
503, NOT SURE//still does no know 
511, does not know even after probing 
515, SPEAKER OF THE HOUSE 
522, HOUSE OF THE REPRESENTATIVES//SPEAKER OF THE HOUSE 
524," SHE HOLDS A JOB, I KNOW, I CANNOT THINK, I DON'T KNOW WHAT JOB IT IS BUT I KNOW SHE HOLDS A VERY RESPONSIBLE JOB//I THINK IT HAS SOMETHING TO DO WITH EDUCATION, BUT I AM NOT SURE//STOP "
528, dont know//no 
534, speaker of the house 
540, speaker of the house 
541, speaker of the house 
561, i dont know//no 
564, // sen it mahaority leaedrer 
565, mouth piece in the house 
572, speaker of the house 
575, i've never heard of her//in the senit 
582, know idea 
583, she is the democrat in congress speaker of the house// 
584, dont recognize 
585, heard of her speaker of the house 
595, nope 
596, speaker of the house 
606, speaker of the house 
609, speaker of the house 
617, dk 
618, dk 
625, I DON'T KNOW WHO SHE IS 
634, SPEAKER OF THE HOUSE 
636, RIGHT NOW I DON'T KNOW BUT SHE WAS WORKING FOR THE OBAMA CAMPAIGN 
638, PRESIDENT OF THE SENATE 
648, speaker of the house 
653, in charge of the senate floor 
666, ive heard of her 
670, education s 
672, never heard of her 
674, speaches about the bail out today senator 
678, speaker of the house 
685," speaker of the house democrat, "
692, I don't know\\\\don't have best guess 
699, The Speaker of the House 
701," Governor of Alaska, John's running mate "
705, SPEAKER OF HOUSE  
710, governor 
713, speaker of the house 
731, third in charge I know what she is but just just can't think of it  
733, speaker of the house 
738, she is a representive or senator 
741, // no idea // never heard of her before// no 
753,  i have no idea on him as well 
766, I don't know who she is//no 
772, //I can't even tel you;I've heard her name 
775, Haven't heard of her//really don't know 
777, DON'T KNOW//DON'T KNOW HER AT ALL 
783, something with the economist;she was supposed to help get the economy back together 
786, Speaker of the hOUSE 
788, Speaker of the House 
791, Don't know//DN 
798, Don't know./I have no idea.// 
799, Don't know./No guess.// 
802, Don't know./Democrat-Secretary of State.// 
807, Speaker of the House.// 
808, congress/ 
810, Speaker of the House 
812, speaker of the house 
813, dont know 
816, Democratic house of representives// voted againt impeaching Bush// I dont like her// 
819, dont know/ 
821, specker of the house 
827, immigration 
828, speaker of the house 
835, //don't know//ok 
840, //don't know 
852, i believen  she is the one that ran for vice president the governor of alaska 
862, not sure  
869, REPRESENTATIVE OF CALIFORNIA//NO 
874," SENATOR//DON'T REALLY KNOW, IT IS A GUESS.//NO "
877, SENATE 
879, //don't know//best quess//works in some building 
887, speaker of the house 
889, //she works in congress//no 
890, I have forgotten//don't know 
891, donot know//best guess//donot know 
893, donot know//best guess/donot know 
902, never heard of her//best guess//donot know 
912, //dont know//I have heard of her but I do not know what she do// 
913, don't know//best guess//don't know 
915, //don't know// 
920, no idea 
921, donotknow//best guess//no 
925, donot know//best guess/finance 
934, <RF> 
939, speaker of the house 
943, dont no her 
946, <RF> 
947, dont no herr 
949, speaker of the house 
951, <RF> 
953, <RF> 
956, <RF> 
957," senate minority leader, house leader "
965, speaker of the house 
968, don't know/no idea/ 
969, speaker of the house 
972, speaker of the house 
975, speaker of the house 
979, speaker of the house 
982, SPEAKER OF THE HOUSE 
986, Speaker of the house 
995, i dont know//no// 
998, dont know 
999, don't know 
1000, don't know 
1001, don't know 
1002, don't know 
1006, don't know 
1009, congress 
1013, don't know 
1014, speaker of the house 
1018, foreign policy 
1034, government 
1037, senator 
1044, don't know 
1055, Something to do with the auto industry. 
1057, I don't know. // in the senate. 
1063, I don't know her. // No. 
1067, Speaker of the house. 
1073, The speaker of the house. 
1076, head of house of rep's 
1077, dont know X 
1078, \DONT KNOW 
1079, senate 
1084, no idea 
1089, speaker of the house 
1092, DONT KNOW 
1095, don't know 
1102, Democratic head of the Senate 
1109, Speaker of the Senate; she's the top ranking Senator//  (he also said speaker of the house) 
1112, Speaker of the House of Representatives 
1120, Speaker of the House 
1126, democratic congresswoman leader of the house 
1128, house of rep 
1130, secretary of state 
1134, don't know 
1146, //speaker of the house 
1148, speaker od house 
1150, The House Speaker 
1155, //A spoke person for one of the candidates 
1157, //news 
1159, dont know 
1163, dont know 
1164, dont know 
1165, dont know 
1166, speaker of the house 
1169, dont know 
1170, goverment worker 
1171, dont know 
1172, The speaker 
1174, 3 in to the president --speaker of the house 
1179, house skeaker 
1182, dont know 
1183, dont know 
1185, no guess 
1186, no guess 
1192, no guess 
1200, dk/republican 
1204, dk/speaker of the house 
1210, dk/dk/no 
1218, dk/congress/dk/no 
1222, dk/dk/no 
1223, dk/senate 
1228, chairman of us senate//no 
1232, do not have any idea 
1237, speaker of the house 
1238, speaker of the house 
1239, foreign of domestic something 
1240, speaker of house of representavites 
1242, speaker of the house 
1244, senate majority leader 
1245, secretary of state 
1253, foreign ambassadore-she's pawn//she does whatever government wants her to do 
1254, //have know idea//i don't even know that name// 
1255, //the house majority leader//no 
1260, //the head of --i don't know-she's the speaker of the house//n0 
1261, speaker of the house 
1264, governor of alaska 
1268, speaker of the house 
1269, speaker of the house-third in line to the presidency 
1271, state secretary 
1280, speaker of the house 
1291, speaker of the house 
1301, I do not know who she is//no 
1303, speaker of the house 
1306, speaker of the house 
1309, congressman 
1312," ""i think she is in the state govt""// "
1318, DO NOT KNOW//SENATE//STOP 
1320, DON'T KNOW//CONGRESS... SENATE 
1325," ""speaker of the house""// "
1327," ""dont know""// "
1330, DON'T KNOW//SECRETARY OF STATE//STOP 
1335," ""dont know""// "
1336," ""no clue""// "
1337," ""dont know""// "
1341," ""Don't know//treasury?//senator?//don't know//"" "
1343," ""democrat//no//"" "
1344," ""don't know//don't know//no idea//"" "
1345," ""i've seen her//don't know what her title is//"" "
1347," ""don't know// haven't heard of her//"" "
1349," ""don't know//heard the name but don't know//"" "
1350," ""don't know.//don't know//none//"" "
1365," ""dont know""// "
1366," ""don't know//has heard the name//I don't pay any attention because I don't care//"" "
1373, SPEAKER  
1375," ""don't know//can't think of it//"" "
1379, senator 
1381, house speaker 
1382, house leader 
1386, big wig in congress 
1388, congress 
1389, speaker of the house 
1392, in charge of the house of representatives 
1399, speaker of thehouse 
1406, speaker of the house 
1407, president of Congress 
1408, speaker of the house 
1409, don't know//can't say//no 
1416, speaker of the house 
1419, senator 
1421, house speaker 
1428, No se quien es 
1429, don't know 
1432, speaker of the house. 
1433, speaker of the house 
1445, senate chair person  
1453, speaker of the house 
1454, speaker of the house 
1459, speaker of the house 
1462, dont have a clue 
1463, congress 
1465, I would even guess 
1467, //senate//no 
1468, I have no ideal 
1472, speaker of the house 
1475, congress//no 
1476, speaker of the house 
1492, house speaker 
1496, not sure//can't think of it//no 
1498, i don't remember//i don't know//no 
1499, don't know who she is//a governor???//no 
1500, speaker of the house 
1501, don't know//i don't know//no 
1502, i don't know her//i don't know//i don't have a best guess//congresswoman or something//no 
1504, haven't the slightest idea//congress woman//no 
1506, speaker of the house 
1507, i forgot//i did...i forgot//is she the council person?//no 
1509, speaker of the house 
1510, i don'tnow//can't remember//no 
1513, spoker woman at the house//she is democrat//strong woman//No. 
1514, THE  SPOKE WOMAN OF THE CONGRESS// I DO NOT KNOW// 
1517, speaker of the house 
1521, congress 
1528, speaker of the house 
1531, has no idea//supreme court justice//has no idea what she does//no 
1536, no clue//nope 
1539, dk//democrat 
1541, dk//know I've heard the name 
1545, doesn't know//membewr of House of Representatives//no 
1551, not sure//no 
1553, Speaker of the House 
1554, speaker of the house 
1556," the Speaker, the head of the House of Representatives, the majority, the main, she's the head of the Democratic party which controls the house "
1559, Not real sure//she's in Congress//no 
1573, She is the speaker of the house 
1574, Governor 
1575, Speaker/Leader of the House for the majority 
1577, Speaker of the House 
1581, house of reprsentives 
1584, head of house 
1592, don't know 
1596, speaker of  House 
1597, <RF> 
1598, no guess 
1603, senate seat 
1613, head of the House 
1616, i don't know// your best gues// I don;t know 
1620, don't know//don't know 
1630, i don't know 
1639, some kind of national office..name sounds familiar//no 
1644, speaker of the house// 
1645, speaker of the house 
1646, SPEAKER OF THE HOUSE// 
1649, speaker of the house//no 
1651, not sure - I thought she was running as vp for McCain 
1656, main person-chairperson- the head of the snake 
1676, speaker of the house 
1680, //senate// 
1681, //congress// 
1682, speaker of the house 
1683, i have no idea//treasurer of pennsylvania or auditor general 
1685, //Senate// 
1687, i don't know//um.. i don't have a clue 
1688, i don't know 
1689, secretary of state 
1700," chairlady of the house or senate, not nuts about her either "
1702, democrat//doesn't know even after probing 
1705, SENATOR// 
1706, SPEAKER OF THE HOUSE// 
1710, SPEAKER POF THE HOUSE// 1 
1726, don't know. 
1728, I dont know// your best guess// i don;t know// any guess// I don't know 
1729, president of Congress 
1732, I don't know// your best guess// I have no idea// NO 
1741, don't know 
1742, don't know 
1746, don't know 
1747, don't know her. 
1753, speaker of the house 
1754, don't know 
1761, speaker of the house 
1764, dk 
1765, speaker of the house 
1767, I don't know 
1768, No 
1771, I don't know her 
1772, House Speeker 
1774, I don't know 
1775, speeker of house 
1777, speaker of the house 
1780, head of the senate speaker of the house 
1782, i don not know // congress woman 
1784, i do not know // i couldnt guess 
1791, couldnt tell you// i believe she work in the state senate 
1792, republican 
1803, has no idea// no name recognication//no 
1811, she's in congress 
1813, she's in congress 
1818, she's a representative 
1821, speaker of the house 
1824, forget her title//big wig//no 
1830, in the house of representatives 
1832, I think a senator 
1836, don't know//no idea//no 
1838, speaker of the house 
1842, speaker of the house 
1844, speaker of the house 
1848," dont know//congress, i guess//no "
1849, she secretary of something or the third person in line to be president if obma is removed 
1852," do not know, does not want to guess, have not a clue "
1853, speaker of the house 
1860, head of senate 
1861, speaker of the house 
1862, speaker of the house 
1865, speaker of the house 
1870, speaker of the house 
1871, speaker of the house 
1875, speaker of house 
1876, speaker of the house 
1880, speaker of the house 
1890, somebody big something to do with the senate 
1896, DONT KNOW  
1898, dont know  would not guess 
1901, something in education// 
1908, dont know 
1913, DONT KNOW 
1914, DONT KNOW 
1920, name rings a bell but not sure in congress 
1922, dont know guess senate 
1925, i have no idea  
1930, house of representatives 
1935, speaker of the house  
1937, I DONT KNOW  
1940, speaker of the house 
1942, dont know 
1945, speaker of the house 
1947, democrat 
1949, democratic speaker of the house 
1955, speaker of the house 
1956,  speaker of the house 
1960, senate 
1964, I don't know. 
1970, calif. senator- majority leader//  
1971, congresswoman 
1975, does not know 
1976, democratic 
1977, speaker of the house 
1982, Secretary 
1986, Something in government 
1997, dk//no idea// 
2006, dk//rings a  bell// 
2009, GOVERNOR 
2013, speaker of the house 
2014, speaker of the house 
2016, speaker of the house 
2018, I don't know. //I can't even say I have heard the name.//speaker of the house. 
2036, //HOUSE OF REPRESENTATIVE//DON'T REALLY KNOW// 
2037," I don't know who she is,//no "
2040, SPEAKER OF THE HOUSE 
2041, STATE REPRESENTATIVE//REALLY DON'T KNOW 
2043, no//speaker of the house 
2044, SENATE//DON'T KNOW 
2048, HOUSE OF REPRESENTATIVES 
2051, not familiar with the name 
2054, R:   do not know// FI:  asked her if any ideas at all// R:  No.  
2058, don't know her...  fi;  any idea? R:  do not know the name 
2065, r:  I do not know. fi:  have you heard her name? any idea what office she holds. R:  none //none// 
2067," R: not really sure. FI:  Nancy Pelosi, any idea of what she does. R:  not sure //none// "
2069, i do not know FI:  any idea? R:  No //none// 
2070, //she is in the senate// //asked what king of job in the senate// Response// speaker// //none 
2074, /no FI:  take a guess? r:  no idea// //none// 
2075, R. said just don't know she knows is high position but is it. 
2082, R does not know who nancy pelosi is. 
2090, R. has heard about her but notknow what is her job. 
2092, R does not know nancy pelosi nor what position or job she holds 
2093, edcation. 
2096," R. mever heard from this lady, and won't know what job or position whe holds. "
2105, dk//i dk//treasurer 
2107, pues no se//shrugs does not know and says 'ni se quien es' 
2108, i dont really know her//i do not have any idea//no 
2110, i dont know//i never really heard of her//probably heard of her and never pd attention//no 
2115," i have no idea//governor, i dk "
2128, I DONT KNOW ///DONT REMEMBER HER AT ALL 
2130, //do not know who she is 
2132, cannot place her job right now 
2133, //do not know//  
2138, DONT KNOW ///SOMETHING LIKE A SECTETARY 
2143, senator// 
2144, speaker of the house 
2151, // she is speaker of the house// 
2153, //SECRETARY OF STATE// 
2154, //i dont know // 
2155, //i dont know// 
2157, //i dont know her// 
2158, //speaker of the senate// 
2161, //i dont know her// 
2162, DOES NOT KNOW HOW TO ANSWER 
2164, //does not know who she is i dont know her or any names of political englishnames i dont read english// 
2165, //I DONT KNOW// 
2166, //i dont know// 
2167, //i dont know her// 
2168, //i dont know her// 
2175, speaker of the house 
2182, senator// 
2183, speaker of the house// 
2188, I don't know//name is familiar though// 
2195, dk//no best guess// 
2197, speaker of the house 
2201, super woman 
2206, leader of the senate 
2211, homemaker 
2212, the senator//none 
2213, spaeaker of the house 
2216, in house of rep she's speaker of house 
2217, speaker of the house 
2219, dk // in congress 
2220," no i dk rt now, rem hearing her name & talking re her but cant rem now // no cant thnk of it rt now, i rem i hred it on the news, but cant thnk of it "
2221," supreme crt judge, is that wh she is? i dk // "
2222," // not guess, DK "
2227, no idea /// no gues 
2229, dk cant tinhk of now // secy of something 
2230," head of something in congress, cant rem what it is "
