caseID,verbatim
5, IR does not have a guess 
9," R HAS NO IDEA, COULD BE A BUS DRIVER FOR ALL SHE KNOWS, NEVER HAS HEARD THAT NAME BEFORE "
17, DON'T KNOW 
25, judge//   
32, don't know 
38, secretary of something 
39, secretary of defense 
44, no idea 
45, judge 
48, prime minister of England 
50, chief justice 
51, no guess 
55, don't know 
64, Senator 
67," can't guess i'm sorry, i don't remember "
86, dk//i have no idea 
89, SENATOR 
93, dk// congressman 
95," i can not answer that//i couldn't guess, dk "
108, senator 
113, /white house/ i guess 
121, i don't know//i never heard the name 
130, senator 
138, no idea 
166, house of representatives 
182, don't know//congressman 
190," don't know, never even heard the name//i wouldn't know, something in the govt "
201, republican office//no 
228, congress d/k// 
234, obama selected him as attorney general 
243, pRIME mINISTER OF eNGLAND 
248, dk// dk 
252, democrat 
256, NO IDEA 
258," dont know, attorney general for CA "
263, no guess i dont knpow thaqt person 
275, prime minister of england 
291, financial consultant 
296, I don't know// no 
303, i have no idea who that is 
310," I don't know, I haven't heard of him "
318, I have never heard of him 
321, I don't know// i don't know 
325, don't know//don't know//no 
337,      don't know//no 
346, Prime Minister of England 
348," don't know,//don't have one, i don't guess "
352, //no//no 
367, undecided 
390, couldnt tell you 
394, congressman 
398, //no//no 
401, //no 
404, //don't know//no 
406, prime minister of england 
407, //neverheard//no 
408, education 
409, prime minister of britain 
411, //no 
415, dk//congress? 
416, dk--never heard the name 
420, dk//dk name 
421, dk//dk 
423, dk//dk 
425, dk//treasury? 
430," dk, never heard of him "
451, respondent does not know 
459, //don't know//no 
462, respondent does not know this answer 
463, respondent does not recogonize this name 
464, don't know//no 
467, //don't know. 
470, //i don't know. 
475, //cabinet member//no 
481, house of representatives 
484, dont know 
485, someone in administration 
487, don't know 
490, prime minister of england 
491, don't know 
492, don't know 
495, mayor of something//blind man from NY??//black??  just took office because his predecessor did some kind of crime//no 
503, secretary of defense 
504, R does not know - even after probing 
511,  does not know even after probing 
524, I DON'T KNOW// I REALLY HAVE NO IDEA//STOP 
526, i don't know//um a name like that i should remmeber // I don;'t know  
531, he runs the outhouses. 
538, house of representatives 
539, i do'nt know // I don't have 1 
540, i ndont know//no 
547, i dont know//in the senate or the house? 
550, i dont know//clueless//no 
560, i dont know// 
566, i don't have a clue // he holds a office some where 
570, i do know//i don't know 
572, prime minister 
577, i have no idea// sec of def 
583, never heard of him //  
584, nope 
587, heard the name but cnat recall him senator ? 
589, cant recognise 
598, senator 
599, don't know// na 
600, prime minister of great britain 
608, replaced tony blair prime minister of great britain 
611, dont know 
613, prime minister of great britain 
614, DON'T KNOW//DON'T KNOW WHO HE IS//DON'T KNOW WHO HE IS//STOP 
625, I DON'T KNOW 
637, DON'T KNOW WHO HE IS//I HAVE NO IDEA 
639," DON'T KNOW HIM//I DON'T KNOW WHO HE IS//I DON'T KNOW HIM//I DON'T KNOW//I HAVE NEVER HEARD OF HIM, DON'T KNOW HIM//STOP "
643, don't know//no guess/ could be head of sanitation//na 
648, congressman 
649, congressman 
650, no clue// don't even waant to//na 
655, don't know him 
658, never heard of him/ no//na 
662, prime minister of england 
667, have no idea 
674, dont know 
679, educatoion 
689, Don't know....Member of the Cabinet 
691, I don't know///I would gues I don't know 
692, Don't know\////no guess 
695, The Governor of something somewhere 
698," Don't know, don't have any best guess... "
701, Democrate and advisor to the president 
716, i dont' know// best guess// don't know//NO 
720, republican 
729, senate 
732, //dk// no idea// 
735, don't know no idea 
739, dk no idea 
741, dk// idk// is he a good man?// no 
742, dk// no clue// 
754, i don't know 
764, // I DONT KNOW// I DONT RECOGNIZE// YOUR BEST GUESS// I DONT KNOW 
767, in the cabinet.//no 
781, don't know//don't know 
784, don't know//maybe a cabinet member for the president 
786, don't know//borden's milk 
787, don't know//no  
802, I don't know./Head of FBI.// 
804, I haven't heard his name./no guess.// 
806, Don't recognize that name./no guesses.// 
812, dont know 
813, dont know 
815, NOT NO//NEVER HEARD OF HIM// 
821, dont rember 
822, Secretary of the Treasury./ 
826, //don't know//no 
827, //i couldn't tell you//ok 
829, //don't know 
830, //don't know//don't know 
832, //don't know 
833, //DON'T KNOW// 
834, //don't know 
836, house speaker 
837, //don't know// 
840, //don't know 
842, //no ideal 
861, dont know dont even have a guess 
879," don't know// best quess//I quess he is doing some street matter, I do not know "
881, donot know//best guess/ dontknow 
884, donot know//don't know 
889, no idea//no quess// no 
904, //I do not know 
907, donot know//best guess/do not know 
911, donot know//best guess/ no 
912," //never heard of him//best quess// no, never heard of him "
917, do not know at all//best guess//do not know 
918, director of federal affairs 
929, donot know//donot know 
931, //do not know//best quess// someone who is important 
943, dont no him 
946, <RF> 
950, <RF> 
954, <RF> 
957, <RF> 
960, <RF> 
961, no idea who he is?n 
964, don't know his name 
965, never heard of him? 
966, don't know 
968, no idea/no 
969, prime minister in uk 
979, prime minister of england 
983, don't know 
984, english prime minister 
985, don't know 
990, I cant tell you// I wont quess// 
991, i have no idea// never heard of him//no 
996, dont know 
999, don't know 
1003, senate 
1010, i don't know him// your best guess// i don't know/  could not say// NO 
1012, don't know 
1013, don't know 
1014, don't know 
1015, don't know 
1017, don't know///press secretary 
1018, don't know` 
1022, assistant to something  
1025, in the house 
1028, don't know 
1029, govenmental 
1032, represenative 
1047, U. s. senate. 
1051, I don'tknow. // no. 
1058, // I just don't know. 
1061, Don't know. // No. 
1063, I don't know him. // No. 
1067, I don't know who he is. // A senator. 
1073, I don't know him.// No. 
1074, I don't know who he is. // no. 
1078, DONT KNOW 
1082, governor 
1090, SENATE 
1093, house of reps. 
1096, don't know 
1097, // I don't know -- I have never heard of him 
1098," //House Minority Leader, but I'm not sure "
1101, Prime Minister of the UK/ Britain 
1103, //I think Senate -- I'm totally guessing 
1105, // senator 
1112, Prime Minister of Great Britain 
1113, don't know// something to do with finance 
1120, // secretary treasurer -- I'm drawing a blank 
1121, //homeland security 
1124, does not remember 
1128, senate 
1135, senator 
1141, dont know 
1150, Secretary 
1156," //Dont know nothing about him,  I have never heard of him "
1158, dont know 
1162, dont know 
1174, dont know 
1177, treasure sec 
1179, dont know 
1184, speaker of the house 
1185, don't recognize name at all 
1187, judge 
1192, can't guess 
1193, never heard the name 
1194, senator 
1196, no clue 
1199, dk/dk/no 
1200, republican 
1205, dk/dk 
1207, dk/dk 
1208, dk/dk/no 
1212, dk/dk 
1225, dk/dk/no 
1232, never heard of hin 
1237, he has no idea 
1238, have no guess 
1240, prime minister of england 
1242, do not know 
1246, do not have a guess 
1259," //i wouldn't have a guess,i have no idea//no "
1263, //don't know//is he a supreme court justice//no 
1265, //he's the treasury secretary//no 
1273," //again, i don't know//i don't have a guess//no the slightest idea//no "
1284, secretary of commerce 
1286, presidential press secretary 
1287, dont have an answer 
1289, no clue 
1290, don't know 
1292, no clue// 
1294, don't know the guy 
1295, prime minister of london 
1298, don't know//no 
1301, I don't know that either//no 
1305, don't know 
1307, press secretary 
1308, senator 
1311, miltary affairs 
1312," ""dont know""// "
1319," ""not a clue""// "
1330, DON'T KNOW//DON'T KNOW//NOTHING COMES TO MIND//STOP 
1332, DON'T KNOW//DON'T KNOW//STOP 
1334," ""dont know""// "
1344," ""don't know//don't know//no idea//"" "
1347," ""don't know//haven't heard of him//"" "
1348," ""don't know//don't know//PM england//"" "
1352, DON'T KNOW//DON'T KNOW//STOP 
1354, REPUBLICAN 
1359," ""don't know//don't recognize name//prime minister of england//"" "
1373, DON'T KNOW//SECRETARY OF TREASURY 
1375," ""don't know//don't know//"" "
1378, supreme court judge 
1383, legislator 
1384, mayor 
1385, congressman 
1387, republican 
1389, treasurer 
1395, congress 
1399, DC mayor 
1401,  I could not tell you//  
1405, prime minister in united kingdom 
1407, Congress 
1408, don't know//republican//don't know//no 
1411, cabinet member 
1412," I don't know   , nonono i REALLY HAVE NO IDEA "
1415, DONT KNOW HIM // SECRETARY OF...I KNOW ITS NOT THAT..// I CAN'T THINK OF IT I'M BLANK SORRY 
1420, I DON'T KNOW EITHER // I DON'T 
1424, Prime Minister of Great Britian 
1425," I don't know him, xx don't recognize the name "
1427," Prime Minister of  England // I don't know the guy, is this a trick question "
1429, don't know 
1435, don't know 
1441, does not know 
1442, don't know 
1445, in congress 
1448, prime minister of england 
1451, minority leader 
1453, don't know 
1456, prme minister of england 
1457, defence attourney i don't know 
1458, I don't know who he is 
1461, //senator 
1462, dont have an ideal 
1473, //cleans toilets at the white house 
1479, prime minister of england 
1480, //I've never heard of him I can't reemeber people 
1481, //cannot recall 
1486, senator 
1491, prime minister of england 
1493, secretary of the defense 
1500, chief of staff 
1506, not sure//i don't know...i could have said supreme court/senate/congress//i just don't know//no 
1510, can't remember//no 
1511, u.s. senator 
1513, i can't remmeber. 
1514," "" a state of congressman//I forgat the state//No"" "
1515, don't know//senator 
1520, senate 
1525, don't know who he is//is he flash gordon//no 
1526, i know who gordon brown is//an assemblyman?//no 
1527, i don't know//no//no// 
1539, no//no 
1540, don't know//no 
1542, doesn't know//no 
1556, doesn't know//no guess 
1562, no idea 
1564, has no idea//congressman//no 
1572, doesn't know//no guess either//no 
1573, the Prime Minister of Great Britain 
1575, doesn't know//representative//no 
1578," heck, she doesn't know//oh, think he's the secretary of defense//no, can't guess, doesn't know//no "
1580, supreme court 
1584, not sure 
1587, senator 
1590, speaker of the house 
1594, senator 
1595, senator 
1600, head of senate 
1601, senate 
1602, senator 
1604, house of rep 
