caseID,verbatim
3, //IR does not recognize the name at all// 
10, R IS NOT FAMILIAR WITH THE NAME OR PERSON//NO 
13, don't know 
15, DON'T KNOW 
19, DON'T KNOW 
21, don't know 
23, senate// 
24, works in the white House?//James brown relative?// 
27, no idea// 
30, Military 
35, don't know 
40, don't know 
46, senator 
57, senator 
60, I don't know 
62, don't know 
68, prime minister of england 
69, draw a complete blank 
72, house committee supervisor 
73, i don't know 
79, congressman 
82, senator 
83, //doesn't ring a bell 
90, dk//dk 
92, dk//governor 
98, senator 
101," don't know - doesn't ring a bell// sounds familiar but I DK,part of the cabinet "
104, prime minister of England 
106," dk//no, dk "
110, advisor to prsident 
111, secretary 
115, //no idea at all//  
117, house of representatives 
119, just cant guess 
124, secretary of treasury 
125, don't know//congressw 
126, don't know 
128, no idea 
132, prime minister of england 
134, don't know 
141, prime minister of england 
147, president's press secty 
148, sect of the treasury 
149, no guess at all 
150, prime minister of england 
152, prime minister of england 
157, congressman 
160, congress man 
162, don't know//don't have one 
164, don't know 
167, don't know who he is 
169, dk 
171, dk 
173, dk 
176, don't know//dk 
178, don't know//dk 
179, prime minister of great britian 
181, don't know//dk 
183," its so familiar, don't know, //don't know, have no idea "
186," i don't know//governor, idon't know "
187, <RF> 
189, dk 
193, don't know 
195, supreme courtjudge 
199, congress 
202, dk 
203," no clue//superintendent of schools, mayor of somewhere "
208, dk//dk 
211, dk 
214, don't know//don't know 
216, dont know   
220, dk//dk//No 
221, dont know him 
223, honestly i don't know// never heard his name 
226, dk//dk 
230, governor 
231, DK//NO 
233, dk 
236, Prime Minister of Grat Britian 
237," don't know him,//prob. a congressman "
245, DK// DK 
250, dk//dk 
254, never heard of him 
257, prime minister of UK 
260, SECRETARY 
266," NO GUESS, A DEMOCRAT "
267," i dont know, no guess "
270," i dont know him, no guess "
272, dont know 
274, congress 
276, prime minister of england 
277, prime minister of the UK 
278, mayor 
279, pm of great britain 
282, never heard of him senator 
283, washington politician 
286, congress 
287, prime minister of the united kingdom 
289, prime minister of the UK 
293, english prime minister 
298, i don't know 
301, i don't know him 
305, I don't know him 
307, idon't know// no 
308, I don't know him 
315, i don't know 
323, senator 
326, don't know//democrat political 
329, don't know//i idea whatsoever 
331, no idea//none what so ever//no 
334, do idea//no 
336, don't know//cheif of staff//no 
338, prime minister of labor party//england 
343, Prime Minister of Grrat Britain 
344, prime minister of england 
347, prime minister of england 
349, congress something 
353, don't know//  no 
354, //spokes person for white house 
357, dk//no 
358, //justice 
360, dk//can't answer//no 
363, don't know//no 
364, //no 
368, no//don't know 
373, commerce 
374, have no idea 
377, rep.  public affairs 
378," can""t recall "
379, senate 
382," ""//"" dept of education "
387, i dont know 
389, representive 
392, senator 
393, senator 
395, prime minister of Britian 
396, undecided 
412, //no 
413, dk//dk 
417, dk 
424," English, isn't he?  Prime minister (prompted by husband) "
426," treasury, secretary of hte treasury "
427, dk//dk 
428, dk//dk 
429, dk// 
431," england, tony blair's position Prime minister? "
433, trying to run for district senate? 
434, congressman 
435, dk 
436, supreme court judge 
438, dk 
439, dk//somebody fro city council? 
440, dk//never heard of him 
441, dk// 
442, dont know who he is 
443, dk//dk/ 
444, dk//dk 
446, dk//dk 
447, prime minister of britain 
449, dk//treasury person?  DK 
450, dk//dk 
453, supreme court justice 
454, prime minister of Great Britain 
455, respondent has no idea\\no 
456, respondent has no clue 
457, respondent has no clue 
461, don't know. 
466, senate 
472, //never heard of him. 
473," //don't remember, don't know. "
476, //don't know him at all// 
478, //senator 
479, money 
480, //i don't know. 
482, democrat 
483, senator 
488, senate 
489, don't know 
493, don't know him 
494, never heard of him 
496, political office - R does not know 
497, will have to come back to this one//no 
498, mayor?? 
499,  DOES NOT RECOGNIZE EVEN AFTER PROBING  
500,  R doesn't know. 
501, REPUBLICAN???? 
502, doesn't know anything about him.  she is not familiar with him 
508, does not know who he is// is he in government// Dk even after probe 
510, city council?? 
513, never heard his name//i don't know//no 
515, DON'T KNOW WHO HE IS//DON'T KNOW WHO HE IS 
516," NO IDEA//OWNS ALOCAL MCDONALD'S//NEVER HEARD THE NAME//I DON'T KNOW, NO IDEA WHAT POLITICAL OFFICE HE HOLDS//STOP "
517, REPRESENTATIVE 
518, DON'T KNOW WHO HE IS//SECRETARY OF DEFENSE 
520, HOUSE REPRESENTATIVE 
521, DON'T KNOW// DON'T KNOW WHO HE IS 
522, I DON'T KNOW// SECRETARY 
523," NO IDEA//NO IDEA// CONGRESSMAN, I DON'T KNOW "
525, HE IS IN CONGRESS OR SOME PLACE BUT I DON'T KNOW 
529, dont know/o 
533, i dont know//no 
534, first seat in congress 
535, no idea//the one obama selected as sec of state//if not i dont know 
536, i dont know 
537, dont kno 
541, he is the prime min of eng 
543, i dont know/i dont know/no 
545, newly elected staff for barack obama 
546, i don't kn ow //i don't know 
548, //house of representatives 
549, i don't know who that is//i really wouldn't know what to say 
551, dont know/ 
552, i have no idea//no 
553, never heard of//i have know idea 
554, not familiar with 
555, //financial advisor 
556, i dont even know who he is. 
557, dont know//i have no idea//no 
558,  representative/no 
559, i dont know//i dont know who he his//no 
561, i dont know//no 
562, i have npo idea // i have no idea 
563, dont know 
564, i don't know//he is a adviewer not wicth way  
565, i don't know// idon't know  
568, i 'm not sure // senaater 
569,  dont know//one of the cabinet people for obama 
571, i don't know//sec of state 
573, he is the sec of enconic affairs 
574, i don';t know//i don't have a guess 
575, um idon't know // coneress 
576, i don;t know//leadin rep in the house 
578, i do'nt know a\/ and have no guess 
579, no idea//houe of rep 
581, no doesnt ring a bell 
582, no 
585, dont recognize that name 
586, sounds failiar  
588, never heard of hims 
590, don't know// u.s. cogress// military guy// first black general//na 
591, no 
592, don't know who is// ginny whie's old man//na 
593, idont know 
595, nope 
596, dont know 
597, prime minister of england//na 
602, secretary of defense 
603, guessed the prime minister 
604, no idea who it is // sarcastic chief at whie house/ 
605, never heard the name 
606, dont know the name  
607, ni dea//na 
609, prime miinister of great britain 
615, SENATOR? 
616, <RF> 
617, dk 
618, <RF> 
622, <RF> 
623, dont know 
624, DON'T KNOW//REPRESENTATIVE OF THE HOUSE 
626, PRESS SECRETARY 
627, I DON'T KNOW//MAYOR//STOP 
630, DON'T KNOW//TREASURER 
631," NO CLUE//NO IDEA//I DON'T KNOW, NO IDEA//STOP "
632, DON'T KNOW//SENATOR 
633, NO CLUE//I HAVE NO GUESS 
634, DON'T REMEMBER//DON'T KNOW//STOP 
636, DON'T KNOW//SENATOR 
638," DON'T KNOW//CONGRESS I THINK, SOMETHING FINANCE...  "
640, DON'T KNOW//SENATOR//STOP 
641, congress 
642, senate 
644, senator 
651, no guess 
653, judge 
654, chief commissioner 
656, prime minister england 
657, don't know the name// na 
659, house of representaives 
660, treasury 
661, car dealership 
664, no idea // na 
665, don't kbnow// na 
666, heard oh him 
668, foriegn affairs 
669, no idea who that is//doesn't even ring a bell//na 
670, supreme court justices 
671, never heard of him 
672, have no idea 
673, have no idea 
675,  prime minister of england 
676, not sure british prime minister 
678, dont know 
680, not familiar  
681, prime minister of britian 
682, never heard of him 
683, escapes me  
684, no idea 
685, prime mininister 
686, dont remember 
688," I have no idea, no I don'[t know/////I have no idea, Gordon Brown "
690, CONGRESSMAN 
693," He is one of the Secretaries, Homeland Security "
694, Not sure...///FBI Director 
697, Foreign Affairs man 
699," What is he?  All of a sudden, the name, I don't know....no idea "
700, /////Somewhere in the cabinet of George Bush 
702, DEPFENSE SECRETARY 
703, Security Officer 
704," Wanted to say he was Minority Leader, but don't know that./////I think he is the minority leader "
706, \\he is perhaps a finance committe; i guess 
707, senator 
708, i don't know// your best guess// senate seat 
709, the state 
710, don't know 
712, commissioner 
713, dont know him 
714, congress 
715, not sure 
721, don't know 
722, don't know 
724, i don't have a guess 
725, not sure// what' your best guess//congress 
727, no clue 
731, dk/no idea 
733, dk//no idea 
734, dk/ no idea 
736, // no  
738, dk// no idea 
740, //dk//no idea 
743, dk no idea 
744, //dk//can't remember 
746, dk/no idea 
747, dk no idea 
748, //dk//no idea 
749, i have no ideaer 
750, claler on canada 
751, I do'nt know 
752, I have no idea 
753, i don't know 
756, i have no idea//his is like the madie man for the white house //  
757, i don't even know who that is // cabanet 
758, i do'not know but i know that name  // aomething to do w/ the sen 
759, i don't know 
760, dk no ideaa 
761, i don't know// i don't have 1 
762, i don't know // and i don't have guess 
763, i have no idea// i bum 
765, i don't know; best guess; is he a supreme court justice 
766, I don't know//no 
768, don't know//Congressman 
769, state representive// 
770," don't know//"" is he Black It's a Black man""  - don't know "
772, Don't know//state representative 
774," not sure,//not sure "
775, don't know//don't know him  
776, white house press secatary// 
777, don't know any of the candidates running//don't know 
778, dON'T KNOW HIM//DON'T KNOW HIM 
779, Dont NO//DK 
780, don't know//DK 
782, I don't know. //Um governor 
783, Don't know//maybe military 
785, heard that one too;Don't know//Secretary of defense 
788, Don't remember//Secretary of Education 
789, don't know//don't know 
790, Governmental. Is he even a person? I don't know if he holds a governmebt position 
791, Don't know//Don't know 
792, democrat. ONE OF THE NEW PEOPLE ON bARACK'S TRANSITION TEAM 
793, not sure//congressman 
795, Don't know./No best guess./Probably a big shot up there.// 
797, Don't know./no guess.// 
798, Don't know./No best guess.// 
799, Don't know./No guess.// 
800, No idea./Not even familiar with then name.// 
801, Treasurer.// 
803, No idea/Dogcatcher.// 
805, Not sure./Democrat in Senate.// 
807, No idea./No guesses.// 
808, no clue/ 
809, Don't know./I really don't have a guess; the name doesn't ring a bell.// 
810, Don't know.//I really don't know.// 
814, I have no idea and no guess!// 
816, dont know who he is// 
818, Don't know.//No best guess.// 
819, dont know/ 
823, no/ 
825, //US senate 
828, prime minister of UK 
831, //don't know 
835, //never heard of him//ok 
838, //don't know 
839, //don't know// 
843, //don't know the name 
844, // don't know// don't know 
845, //don't know 
846, //don't know// ok 
847, Don't know./Chamber of Commerce.// 
848, Treasury// 
849, //never heard of him 
850, state represenative 
851, dont know could be in senate 
852, probably a repesantive no idea 
853, represenative 
854, 1 he doesnt know any of these people 
855,       shhe doesnt know 
857, dont know what offices are 
858, congressman dont really know 
859, SENATOR//NEVER HEARD OF HIM//DON'T KNOW 
862, doesnt even ring a bell 
863, judge 
865, JUDGE BUT SHE REALLY DOESN'T KNOW//NO 
866, MEMBER OF THE HOUSE OF REPRESENTATIVES 
867, SENATE 
868, SUPREME COURT JUSTICE 
869, GOVERNOR OF FLORIDA//I HAVE NO IDEA//NO 
870, TREASURER 
871, PRIME MINISTER OF GREAT BRITAIN 
