caseID,verbatim
5,they were trying to show our vulnerability than anything else//they'll stop at nothing//no
21,spiritual peace// a promise of something good for doing their duty... //
23,saying the united states is weak
34,put fear into America
39,get across that they are a threat to the US people
41,expose the U.S. vulnerability
49,make us fearful
54,attention
59,to getthe government to notice them and they like to be in control
71,i think they were trying to show the world that they were at war with the us\and to cause as much damage as they could\no
81,kill alot of people
82,making a statement//that tey can
92,they can attack at any time and show us we would not be prepared at any time.
94,to keep us out of their lives
105,trying to kill people
110,hatered towards democracy/capitalists
120,to destroy the united states
123,harm the govt//
125,"showing that terrorist are well active and that they really hate america and the west, they know muslims are the only ones that will be left standing"
127,they were trying to destroy the white house and bring down this country.
130,fear //
131,to send a message to the u.s. gov about globalizing the middle eastern countries and dealing with the israli conflict
133,take down our gov
147,trying to kill americans
151,fear
179,they were trying to impact the financial power of the US
194,They were really trying to get back to the U.S. for what we had done to their countries. Kinda of an eye for eye.
196,punshing them
207,"recognition, their dislike of our, what they consider our teronly to their country and beliefs"
210,they wanted to take us over//just they were tha tthey had all the control//np
215,"intimidar al pais // el vio en periodicos, televison, revistas, que el mismo gobierno habia hecho de las torres, dijo que tenia armas nucleares y era mentira, se decia que el gobierno de bush estaba haciendo lo correcto y solo uso la fuerza para entrar a iraq, el mis mo gobierno de bush hizo el teatro para ir al pueblo de iraq//si el gobierno puede manejar todo esto, hay muchas cosas que tiene ocultas en este, y en la situacion que nose eesta dejando y los datos dice que no hay que temer, y nos deja el problemas ya que el tiene su salario ganad//"
225,I believe they acoplished war and fear and bringing them to a center of attention.  Before unknown and show they were strong enough to create havoc//no
226,dk// dk
230,show they have the power to get into our country and to make us feel afraid of terrorists
231,CASTIGAR AL GOVIERNO DE LOS ESTADOS UNIDOS//
240,They hate us// no
253,down fall of western culture
260,TO LET PEOPLE KNOW THEY ARE WILLING TO DO ANYTHING TO TRY AND SOMEHOW GET POWER
298,pain
300,"i don't think it was the terrorist, i think the govt had something to do with it."
306,"they were coming for bush and not for me,"
309,"I think they were just trying to kill people, and try to make us aware that they did not like us at all// no"
313,to scare the united States
320,break down of american society
330,trying to prove to the world that it could be done-attach America
334,shake us up and kill americans
335,"fear, uncertainy and doubt"
338,"a lot of things//fear//instilling fear//making a political statement that there were foreign powers//no longer we could live free and easy-(we should lock our doors), be careful of who we should let us in the country//make up distrust people// make us divide///increase the police power"
342,show they were angry with the power the U.S. had
344,trying to kill americans and non muslims
