caseID,verbatim
3, //IR does not recognize the name// 
9," R DOES NOT CARE TO GUESS, R HAS NEVER HEARD THAT NAME BEFORE "
10," R IS IS NOT FAMILIAR WITH THE PERSON, BUT HAS HEARD THE NAME// "
13, don't know 
16, don't remember 
19, CHIEF JUSTICE OF THE US SUPREME COURT 
22," IR does not recognize the name, has no guess "
24, works in the Congress// 
29, enviorment 
31, not a clue 
35, don't know 
40, Don't know 
46, house of rep 
55, don't know 
57, mayor 
60, don't know 
65, environmental policy 
67, don't know 
69, us supreme court justice 
72, house of representatives 
73, i don't know that either 
75," no guess, no idea "
78, chief of staff 
85, don't know//never heard of him 
88, supreme court justice 
93, dk//congressman 
94," dk, never heard of him//dk "
95, i couldn't tell you//i couldn't tell you honestly 
103, I don'yt know 
104, head Supreme court justice  
107, senator 
110, congressman 
112, democratic 
117, congress 
118, i don't know him// i hope he's a right choice for whatever he does 
119, just dose not know 
122, secretary of homeland security? 
128, no idea 
132, supreme court 
135, no idea 
138, no idea 
141, prime minister of australia 
146, don't know no guess 
147, senator 
151, u.s. supreme court justice 
153, supreme court justice 
155, no idea 
156, lawyer 
158, state official 
162," i think he is a senator, isn't he? "
166, senate 
168, dk 
170, dk 
172, don't know 
177, don't know//dk 
179, chielf justice of supreme court 
180, don't know//dk 
181, supreme court 
183," sounds like a democrat, don't know what he does//he is  a democrat in congress or the senate "
184," i don't even know who that is//i couldn't say , don't know who he is "
187, <RF> 
190," don't know, //don't know "
193, secretary of defense 
194, just dosent know 
197, millitary 
198," isn't he a supreme court judge, isn't he? "
201, republican office//a good one 
203, don't know//religious something 
205, supreme court justice 
207, representative 
208, dk//dk 
213, dont know 
218, No clue. 
219, us senate 
226, dk//dk 
230, senator 
233, senator 
237, don't know//congressman 
242, dk//dk 
246, dk//dk//no 
247, Dk//dk 
252, nothing comes to mind 
253, supreme court justice 
258," dont know, senate from what state I dont know "
259, no idea 
261, house of representatives 
264, democrat 
266, NO GUESS 
267," i dont know, i think he is , no  "
273, <RF> 
275, advisor to somebody or else he is an evangelical preacher 
278, senator 
281, never heard of him either financial 
282, representative 
286, house of representatives 
287, chief justice of the united states 
289, prime minister of canada 
292, governor 
299, I don't know// no guess 
301, i don't know 
303, i don't know who that is 
306, all these names I don't know 
307, I don't know// no 
310, I don't know 
315, i don't know 
321, I don't know what those people are who they are 
323, no no clue 
326, don't know//democrat//no 
331, no idea//no clue//no 
339, don't know//no 
342, don't know//no 
344, don't know 
345, supreme court justice 
347, chief justice of the US supreme court 
349, congress or military or some judge 
353, don't know//no 
356, undecided 
358, //no 
362, supreme court 
365, judge 
366, dk//no 
367, no idea 
374, have no idea 
375, supreme court justice 
377, rep. whip 
378, cna;t recall  
380, mayor 
382, supreme court justice 
387, i dont know who he is 
389, senator 
392, senator 
394, supereme court justice 
400, dk//no 
401, //no 
402, federal gov 
404, don't know//no 
410, don't know//no 
415, retired? 
416, dk--nevr heard his name 
421, Supreme Court Judge 
424, supreme court justice (prompted by husband) 
427," senator, I think "
428, dk//dk 
429," Judge, panel of judges "
431, News anchor?  Cokie Robert's son? 
433, treasury? 
435, Supreme court 
436, house representative? 
441, dk//dk 
443, dk// 
446, Attorney general 
447, dk 
448, maybe Congress or Senate 
449, dk//homeland security?  DK 
451, respondent does not know 
453, military official 
454, dont know//Canadain Prime Minister 
457, respondent has no idea 
458, don't know//no 
460, //don't know//no 
462, respondent does not know 
466, senate 
467, //don't know. 
472, supreme court justice 
476, //don't know// 
477, vice-president 
478, //senator 
481, house of representatives 
484, dont know 
487," supreme court, might be chief justice "
489, don't know 
490, australian prime minister 
491, don't know 
492, governor 
493, don't know 
494, never heard of him 
495, R does not know this name//supreme court justice//no 
496, political job - does not know which one 
499,  DOES NOT RECOGNIZE EVEN AFTER PROBINGS 
500,  R doesn't know. 
504,  R does not know - even after probing 
505, WHO THE ...??//IS IS HE IN THE SENATE OR HOUSE OF REPRESETNTIVES 
506, doesn't know after probing 
