caseID,verbatim
10,"R feels he will provide a diferent direction for the country, a better direction more positive, in the area of unifying the country."
21,"change... he promises change.  no, i'm mixed.  i'm half and half."
22,"He's got a lot of good, He's going to be good"
23,"he's positive,intelligent"
24,hes handsome and smart
25,he represents the minority and has the potential to be our next president and at a young age he's accomplished alot and experience is a big issue on making decisions and I feel he's capable of making those desicions
26,his stand on the iraq war
27,to better the economy
32,"lack of experience,too long running election,too much negaqtive going back and forth"
35,he is well spoken and thought out.  he was that way before running for president.
38,I like his bleifs and policies.
41,he's more connected with the younger people
44,"he is a minority he is a family man, educated and single parent family upbringing. more liberal in social structures.  he'll bring change to the country and not 4 more years of Busy  country needs a fresh start"
46,he has a positive approach
51,he's more of a diplomat  I like democratic issues they are more for the middleclass  i think he and his wife have integrity which is important
54,"he hold more of the youth vote, she likes that he is of a different race"
56,He's young with new ideas
57,to have a change
65,"intelligence/education, free thinker, quick learner, socially liberal, i think he is emotionally stable,"
70,"his personal story and background, his charisma, and his open views on the world, i would trust him to get adequagte support to govern"
74,"he's for change, he's for the people,"
76,"lots, one is just his knowledge  base and ability to vision into the future and not be stuck in the past, knowledge of constituional law, the fact that he is biracial and the image that will project about our country both in our country and with foreign countries,i just like his authenticity and judgemennt, picking biden was a really great selection, i also think his tendency to express agreement even with opponents and to acknowledge the strengths in people, rather than focus on the negatives"
83,he wants a achange and we want a change
92,"he can bring more change, mccain will stay the same."
95,     like his background-family style and upbringing
96,he will help the economy
99,"charismatic, very intelligent, confident"
102,he would make change
106,his charisma
107,his policy on health care
108,he is a democrate. I like his view much better than Mc Cain on several issues.
111,i think he has been fair with his campaign and he is very strong with family issues.
117,i think he will end the war
118,i like that he wants a change and he's interested in every day people. the issues we naturally need addressed
122,"i think he's very intelligent, he's got charisma"
124,health plan for everyone
126,1youth there was thing on the death pin
135,he stand on the
136, some i think he is a inntell new young idea he commecom w/ most poeple
137, i think hes for the little guy
150,     his choice for vice president
154,he is a good statesman and communicator.
155,puts more emphisis on the middle class person.
159,"his energy, personal energy, and need for change"
164,democrat
167,he is for the democrats and he is trying to make changes
168,"i like  his plans about imigrants, he is a difernt race it may be helpfull to change for diferent thing in america"
172,"the change about everything in th4e government,new ideas,new performs,in the system"
179,"not doing politics as ususal, work together idea"
184,because I know mccain will raise taxes. Obama is more for the middle class
185,"universal healthcare, gay marriages, i am for that, tax, he was going to increaase the tax for people who made a certain amount of income"
193,I vote democrat.
195,his knowledge and demeaner
198,"he seems like an honest guy, with good intentions"
200,I like the fact that he is intelligent and cool headness and wanting to bring our kids home.   They are having to stay over there so long.  I preferred him over Hillary  because of Bill.
215," INTERES PO SERVICES, SCHOOLS, MEDEICAL ASISTANCE// NO"
216,"he' s method, stragtegis of change for our country"
219," his conversation to the people, his down earthness, the changes from the republican party"
227,I think he is a good idea and good for the country.
230,"he new knows want he is doing, and younger knowledgeable"
231,"he is joug, maybe a change against Bush"
232,"HE EXPLAIN HIS POLICIS HE SEMS HE DAH PLAN TO MAKE THE COUNTRY BETTER,"
233,"he is will spoken, he sees they system is broken and need change"
236,Why I might consider voting for him isthat he is relatively new in the political scene comes with new ideas and things that have not been in the past.
240,"Intelligence, common sense and youth. Enthusiam"
248,I find him to e an inspiring person and I thhink if he were in charge yhat rest of the world would find more compassionate. I have a tendasee to believe him.
256,I thinlk he has good intentions and ideas about change
257,"generally his policie I agree with especially  in education especially higher ed. , environmental issues and the need to pursue alt sources of energy., his charisma and his enthusiasm in being a civil servant, his emphasis on t e role of citizenry and his choice of VP in Joe Biden that bring exp, esp in foreign policy which demonstrates Obamas ability to recognize his own limitations and my confidence that he will surround himself with the right cabinet administration"
270,hes young and I like the way he talks. it sounds like he is for change and its good
271,"end the war,bring troops home"
273,"change  parties in power,disrupt ongoing parties"
274,     his stance on the war
277,his stance on social issues
280,because of the hype  that's mostly all i hear about all i hear is obama so mostly i'm pushed to obama
288,i like the fact that his upbringing was  he didn't come from wealth his parents were divorced  he just seems more real more down to earth  a lot of people can relate to that
293,getting us out of a war that he voted against in the first place
295,he seems like an actual leader for a change
297,he's black
300,"it doesn't have to do with the race, it is more that he is for the people and for the people, it dealing with people with people that are under middle class."
302,he is not negative
304,"he seems more popular with my age, and he said he was going to lower gas prices."
305,he is promising alot of things
318,that he is a democrat
325,"     appears to favor education, health care for all, and envirmonental improvements, and engery policies"
326,"His color, the first black presidency"
327,     his ecomonic plan
