caseID,verbatim
31,because of the economy and Bush
110,power//promises and pledges he made //
148,his intelligence
153,cause he had a lot of money!
179,George W. Bush
190,popularity vote//
205,"pres bush poor rating, the economic collapse, horrific media bais, and his gift for rederic//no"
334,he was their best choice
339,because he was black and a man
346,"I think he won because the republicans were divided// because of the support from the minorities, labor unions and education system.// he won because of his charmisma and will thought out speeches//NO"
359,track record of rep lsat couple of terms...wanted someone new someone fresh and changes all around//no
415,because black people and foreigners that have never voted saw a black president and went and voted//
458,<DK>
521,"I DON'T KNOW//HE HAD A LOT OF PEOPLE, VERY IMPORTANT PEOPLE BEHIND HIM, SUPPORTIN HIM, A LOT OF MONEY//STOP"
564,b/c poeple was lookin for chanage
688,Because the democrates wanted change and felt he could accomplish this
689,I think they ran a good campaign and met their ideas of how to get their points across and they were well funded.
724,"because he is a good politician, he knows how to get elected"
759,more nigers then whites
793,he promised people a change.
795,"I think it was supposed to be - I think it is about the end of time./God's still in charge, and I believe he wouldn't have won if God didn't want him too.//"
839,he got more votes and he's a good guy
852,because he ran against mccain and his platform
939,Poor performance of George Bush
957,"98% black vote, 48% white,; he is a smooth talker"
961,"popular young candidate, spoke well, media on his side, got attention of lot of young voter/n"
986,"i dont know bigf part of his sucess because of the large percent of black voters, I think a big percent doesnt often vote"
1092,"ALOTS OF THOSE BLACK PEOPLE DID NOT VOTE BEFORE, AND NOW THERE WAS A BLACK AND THEY WANTED TO PAY ATTENTION"
1119,"i think he got out the youth vote, very active in registering voters who would support him"
1120,he is well spoken and an intelligent person
1129,cause of his charisma he is a good talker//no
1137,he told everybody that there would be change and that was what people were looking for and he was the first black nominee and they figured he would be different//no
1169,becausee he was black
1189,no idea
1206,I still don't know
1259,he's a good speaker
1289,better funded and dislike of Hillary Clinton
1290,because of bush's actions or lack of
1299,because people who stays in the back of him prepared him for this//no
1306,he had a better run campaign than hilary did.//he was smooth.no
1339,"""don't know//'"
1366,"""he said more of what people wanted to hear//"""
1384,he had a lot of money//money wins elections//he was very popular with minorities along with that money//no
1387,he promised a lot of things that the other candidate didnt//no
1436,people were interested in making history by having a black president
1445,integrity
1558,people like him better than Hillary or Billy Clinton//the country had enough of them//no
1561,doesn't know//the majority of Democrats in the Party wanted him//no
1606,Because other choices were worse; first black candidate
1608,<DK>
1662,because he is a democrat//his views were more in touch with the majority wanted//no
1701,he is a liberal and the democratic party felt that his being black would carry democrsatic vote. he is charismatic.//yea
1783,alot more people went to vote for him that dont normally vote
1840,because of his race
1849,because he's a man not a woman;
1854,"media got him elected, 8 years of republicians"
1909,i dont know
1925,BECAUSE HE CAN TALK WELL
1939,i think that too many people got cought up in the fist afro american for president and di dnot pay attention to what he has done the people that he associates with and he stood for
1958,the most people voted for him
1964,Because he's a liar & an eloquent speaker
2003,new face
2042,because he was out to make change for the economy and I guess because people felt he was the savior and to come and better the economy.
2096,because he is a man
2142,<RF>
2152,//i dont know//
2179,hillary was too extreme-ot many people like her// none
2211,no there was no beter choice// I was hopping for hilary//we need a woman in office// none
2215,probly the best of the candidates they had running //no
2228,"he's supposed to bring change, make changes /// no"
2231,"heard the women and young peo put him in, but // thats hard to answer // no"
2234,dk // no idea
2242,dk // no
2255,i dont know//he went for the poor people//no
2307,//most intelligent candidate that they had//colored//no
14,"I think she is puttin on a show.  she's not sincere.  I think people were afraid that her husband would tell her what to do if she got it... if she won.  I think both of them  - she and her husband both - are in a way evil.  I think that they've had people killed that we don't know anything about, and I think she is gonna be in hog heaven with Obama... cuz they're both unlikeable people.  They're working for themselves and not the people.  President Clinton was about as low as you could get and still be president.  And she would probably have inquired of him before she made a move in any direction and we'd have to go through his shenanigans again.  I'm afraid we're in for some bad bad times ahead.... since she's gotten that position... when Obama nominated her for Secretary of State.  things look mighty bad to me.  She was a thief you know?  Those lands thing... they found it but they hid it.  They sent one girl to prison because she wouldn't tell about it.  Neither one of the Clintons are nice people.  that's the way I feel about it."
42,she was weak a lot of people thought
82,she is too far off the main stream
197,because she is a women
204,her husband
209,he ran a better campaign
242,Because of her preceded character// no
