caseID,verbatim
3,abortion
5,character//no
16,the economy... before even the fall... you could just see people losing their jobs.  It has had a dreadful effect on homelife - because of the stress the economy is causing.  The children suffer a great deal and they're the innocent ones.
19,THE ECONOMY//I THINK THE PROBLEM THAT WE'VE HAD WITH THE ECONOMY BEING INFLATED BY FALSEHOODS... THAT IT WAS MORE SMOKE THAN SUBSTANCE...// THAT IT HAS BEEN PERPETRATED BY THOSE WHO KNEW BETTER... WHO HAD THINGS TO GAIN PERSONALLY FROM IT// IT'S EXACTLY T
28,qualifications that was the one thing that was taken least consideration in this election
29,border crisis
30,just getting someone in office who could stimulate confidence and the economy
33,economy
36,election would be free of color discriminiation
40,war
43,the budgets
52,the economy
54,health care
56,jobs
61,taxes
62,the economy
64,economy
66,spending less on the military
68,"fairness in the ability to have a free and honest election, no voter fraud"
69,i believe in this election there was a chance to change things
71,i believe that our society would be greatly improved with more economic equality and i voted for the democrats even though they are not progressive enough for me and the republicans have worked so hard over the past 8 years widening the gap between rich a
72,the economy
75,no specific issue
77,ending the war in iraq
82,retirements
83,"a black won to be president, I hope he makes it in there"
87,health insurance
88,moral breakdown that the democrats are willing to accept such as prop 8 which I am against
94,the budget
96,gas prices
98,PROPOSITION 8 SAME GENDER MARRIAGE
101,Barack Obama's education
103,1st black president and I am excited for him
106,th eeconomy
108,"The economy/the housing economy, you hear about people losing their houses almost every wekk and those are people i know./"
113,Having a new president.
115,about immigration//people should be aloowed to work no matter what their immigration status is//and also to stop the war//for people to have more jobs many people are losing their jobs.//
118,the economy//to get us back on the page of having jobs
124,restoration of our nations creditability/i feel that over last eight years we have damaaged our relationship with other countries that have been our friends in the past./
125,raising taxes
126,the economy
128,who the president will be
130,healthcare
133,gov spending
135,the war
138,healthcare
145,the economy
147,experience
150,economy
158,prop 8
161,California prop 8
163,<DK>
167,"helping others in jobs and benefits, medical"
168,to obtain a new precident
170,to get better in many aspect in this state
171,precident elections
173,yung and fresh mind
176,change of direction in gov't
178,economy
179,Prop 8
180,national security
182,abortion
185,"proposition 8, whether to ban gay marriage in ca"
186,what to expect in the future
189,job security
193,education
195,making positive changes in the government-(economy)
197,tax reduce
199,i feel like the president was elected by the color of his skin instead of his qualifications and this is wrong
200,The Economy and How to Handle
207,economy
209,economy
210,prop 8
213,dont know
214,unemployment and economy
216,enconomy
218,Race.
219,the economy
223,economy
228,"propotition 8, gay marrage//"
229,imigration//
234,election of obama
238,healthcareh
239,Probably the security
240,The Economy
241,Proposition 8
246,For who would be the next President
249,oUR COUNTRY COULD GO ALONG LIKE IT IS.  fREEDOM WAS MOST IMPORTANT
254,economy
263,the economy
264,"the most important issue to me is probably the gay and lesbian thing, prop 8"
265,"SUPPORTING THE MILITARY, GIVE THEM EVERYTHING THEY NEED TO DO THEIR JOB, BRING THEM HOME AND HAVE THEM TAQLKE CARE OF HOME, BORDERS"
266,"TRYING TO GET JOBS, EMPLOYMENT"
268,"the presidency, I think we need someone to stop the war and the depression. I think Bush said we would only be there for a year. They have been sent back again and again. I want the new president to end the war and help the unemployment and create new job"
271,the war in Iraq
273,economy
274,foreign policy
276,health care//somehow we have got to get a handle on the costa and the availability// i wanted a candidate who could actually understand these questions. they are very complex//and who might have a workable outline to solv //no e it
278,cost of living
279,that someone get elected whose views i generally agree with
280,the economy
282,Gay Rights
283,protecting our nature and wildlife
284,economy
286,"change - no republican in the white house, our first black president"
287,proposition 8 CA
289,health care//the diffrential access to healthcare is not just an economic catastrophe but also fundamentally undermines our putative committment to equality//no
293,war in iraq
299,the economy// no
302,"the jobs, unemployment// educations//housing// no"
305,"the ecomony // abortions,business in the US and unemployment// women being president in the united states , not have trust in them to be president in the US, gay marriages.// no"
307,prop 8// education// no
308,I don't know him
309,"I don't know// they both had similar things, I think the most important is change, mccain was going to be the same, and with obama it is something new"
311,abortion// and prop 8 in california// no
313,the ecomony// the war// no
318,I didn't really have one.
326,school districts
329,if i signed the election paper correctly
330,gay marriage in california
333,economics
335,economy
336,health care
344,economy
348,<DK>
350,economy
353,immigration
354,health care
357,economy
361,good person for president
362,size of government
364,taxes
365,who won
366,economy
369,health care
375,national security
379,helping out the middle class people
380,financial issue
382,didn;t want a socialist agenda
386,immigration
393,"wanted a change""//""we need to have a better life than we have now and hope for the best, once they get into office they say they will do this and that and when they get in there they forget about us. no"
394,the mortgage crisis
398,economy
399,war
402,economy
404,none//no
409,economy
410,health care
417,"that we get out of this crisis we're having, dk what it's called"
423,taxes//a tax plan of what the candidates are going to do with the peoples money
425,the economy
426,The economics
429,the economy
430,the war in Iraq
434,the economy
438,local voting//the presendcy
439,economy
440,Didln't have one
441,it was a race between races
442,that I could vote
446,"there was one that if the bill passed, all of the disabled individuals on the waiting list would be taken off the waiting list and receive benefits"
449,Gay marriage
450,education//loans and interest rates for tuition bills
454,"Change to our foreign policy, in particular our military."
456,nothing per respondent
459,"Immigration, that the immigrants that are here already should be able to receive their legal papers."
460,Health care.
462,economics in this country\\no
463,giving the people more opportuities to do things//no
467,The economy.
471,Equal opportunities for everyone.
472,That we get rid of George Bush and anything republican.
476,the economy
481,economy
482,economy
490,getting a veto proof majority for democrats in senate
491,<DK>
492,the economy
495,economy including social security
498,to vote
500,helping the senior citizens/elderly
505,WHEN IS THE WAR GOING TO END
508,economy
510,that we finally have a good president
517,THE ECONOMY
519,THE RIGHTS OF UNBORN BABIES
520,FINANCE
525,THAT HE BROUGHT EVERYBODY TOGETHER (OBAMA)
529,making america work for everyday people.
530,jobs
531,/get people working/no
532,i have not really thought about it//ed
533,i dont know
538,economics
541,the econiciy
545,stop the direction this country is going and bring it back to the great country it once was.
550,cleaning up the deficit
551,who won.
552,"employment, more of."
553,the war in Iraq
557,education
560,"dont agree with obama's spread the wealth, dont want him to increase welfare."
562,um i don't know just to get the us togetter
570,the economic
572,not anyone important over another.
578,um the economic the tax and getin uw out of deat
581,the economy
582,<DK>
583,old people will not have to pay income tax on their social security
584,having a black presidents
586,"seeing the outcome of the election seeing who was going to win, highly qualified african america and he won"
587,"i think health issues insurance for people,"
591,the economy
592,democratguy
603,jobs
